;Unnamed: 0;Participant;List;type;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1gender;NP2_gender;verbclass;Connective;prompt;cont;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;NP1;NP2
80;80;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;10;2;1,56042E+13;2;weil_se_mf;faszinieren;subject;m; f;se; weil;Patrick faszinierte Anastasia, weil;sie lustig war.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;252;1201;Not Selected;Patrick;Anastasia
81;81;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;53;10;1,56042E+13;2;sodass_es_fm;achten;subject;f; m;es; sodass;Adele achtete Robin, sodass;er ein Experiment für 5â‚¬ machte.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;969;1214;Not Selected;Adele;Robin
82;82;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;104;15;1,56042E+13;2;sodass_es_mf;fürchten;subject;m; f;es; sodass;Rüdiger fürchtete Katharina, sodass;sie Karate lernte.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;1126;1234;Not Selected;Rüdiger;Katharina
83;83;306;3;Experiment;22;female;rechts;72622;72074;keine;ja;female;9;8;1,56051E+13;2;sodass_se_fm;gefallen;object;f; m;se; sodass;Jennifer gefiel Tobias, sodass;sie versuchte seine Handynummer zu bekommen.;sinnvoll;eine;os;NP1; ; ;pers;1;ja;ja;ja; ; ;Not Selected;11;1243;Not Selected;Jennifer;Tobias
84;84;307;3;Experiment;18;female;rechts;70174;72074;keine;nein;female;10;2;1,56053E+13;2;weil_se_mf;faszinieren;subject;m; f;se; weil;Patrick faszinierte Anastasia, weil;sie gut in der Schule war;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;1659;1281;Not Selected;Patrick;Anastasia
85;85;307;3;Experiment;18;female;rechts;70174;72074;keine;nein;female;54;10;1,56053E+13;2;sodass_es_fm;achten;subject;f; m;es; sodass;Adele achtete Robin, sodass;er ihr einen Blumenstrauß schenkte.;sinnvoll;zwei;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;184;1299;Not Selected;Adele;Robin
86;86;308;3;Experiment;28;female;rechts;65824;72076;keine;nein;female;18;8;1,56044E+13;2;sodass_se_fm;gefallen;object;f; m;se; sodass;Jennifer gefiel Tobias, sodass;er ihr eine Rose kaufte. Doch er traute sich nicht sie ihr zu geben.;sinnvoll;zwei;os;NP2; ; ;pers;1;ja;ja;ja; ; ;Not Selected;2017;1325;Not Selected;Jennifer;Tobias
87;87;309;3;Experiment;26;male;rechts;22045;72108;Koreanisch;ja;male;107;8;1,56044E+13;2;sodass_se_fm;gefallen;object;f; m;se; sodass;Jennifer gefiel Tobias, sodass;sie nach seinen Kontaktdaten fragte.;sinnvoll;eine;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;2073;1394;Not Selected;Jennifer;Tobias
88;88;310;3;Experiment;19;female;rechts;72639;72639;Rumänisch;nein;female;80;3;1,56042E+13;2;weil_se_fm;enttäuschen;subject;f; m;se; weil;Simone enttäuschte Michael, weil;er ein Geheimnis weitererzählt hat.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;885;1426;Not Selected;Simone;Michael
89;89;310;3;Experiment;19;female;rechts;72639;72639;Rumänisch;nein;female;87;4;1,56042E+13;2;sodass_se_fm;inspirieren;object;f; m;se; sodass;Saskia inspirierte Kevin, sodass;sie ebenfalls mehr Ideen hatte und kreativer wurde.;sinnvoll;eine;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;2;1431;Not Selected;Saskia;Kevin
90;90;310;3;Experiment;19;female;rechts;72639;72639;Rumänisch;nein;female;31;11;1,56041E+13;2;weil_se_fm;begeistern;subject;f; m;se; weil;Anna begeisterte Armin, weil;er tanzen kann.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;281;1412;Not Selected;Anna;Armin
91;91;310;3;Experiment;19;female;rechts;72639;72639;Rumänisch;nein;female;59;13;1,56041E+13;2;sodass_se_mf;langweilen;object;m; f;se; sodass;Jacob langweilte Melanie, sodass;wenigstens er versuchte unterhaltsam zu sein.;sinnvoll;eine;os;NP1; ; ;pers;1;ja;nein;ja; ; ;Not Selected;1595;1421;Not Selected;Jacob;Melanie
92;92;310;3;Experiment;19;female;rechts;72639;72639;Rumänisch;nein;female;47;19;1,56041E+13;2;weil_se_fm;erschüttern;subject;f; m;se; weil;Alisa erschütterte Alexander, weil;er ein trauriges Lied für sie geschrieben und vorgesungen hat.;sinnvoll;zwei;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;743;1418;Not Selected;Alisa;Alexander
93;93;311;3;Experiment;25;male;rechts;53604;72072;keine;ja;male;45;8;1,5605E+13;2;sodass_se_fm;gefallen;object;f; m;se; sodass;Jennifer gefiel Tobias, sodass;sie auf ein Bier einlud;sinnvoll;eine;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;621;1458;Not Selected;Jennifer;Tobias
94;94;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;64;1;1,56045E+12;2;sodass_se_mf;schockieren;object;m; f;se; sodass;Lars schockierte Johanna, sodass;er sich ein Sandwich hilte;sinnvoll;eine;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;833;1497;Not Selected;Lars;Johanna
95;95;313;3;Experiment;24;female;rechts;72108;72108;keine;nein;female;86;9;1,56043E+13;2;sodass_se_mf;stören;object;m; f;se; sodass;Malte störte Annemarie, sodass;er sie zusammenschlug;sinnvoll;zwei;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;585;1549;Not Selected;Malte;Annemarie
96;96;313;3;Experiment;24;female;rechts;72108;72108;keine;nein;female;108;11;1,56043E+13;2;weil_se_fm;begeistern;subject;f; m;se; weil;Anna begeisterte Armin, weil;er so tolle Dinge konnte;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;951;1554;Not Selected;Anna;Armin
97;97;403;4;Experiment;22;female;rechts;71034;71034;keine;ja;female;88;8;1,56042E+13;2;weil_se_fm;gefallen;subject;f; m;se; weil;Jennifer gefiel Tobias, weil;er sich gut um seine Schwester kümmerte;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;514;1667;Not Selected;Jennifer;Tobias
98;98;404;4;Experiment;23;female;rechts;71760;72072;keine;ja;female;100;6;1,56041E+13;2;sodass_se_mf;verwirren;object;m; f;se; sodass;Daniel verwirrte Jana, sodass;er keine Ahnung hatte, was er jetzt tun sollte;sinnvoll;eine;os;NP1; ; ;pers;1;ja;ja;ja; ; ;Not Selected;1386;1716;Not Selected;Daniel;Jana
99;99;404;4;Experiment;23;female;rechts;71760;72072;keine;ja;female;89;10;1,56041E+13;2;sodass_se_mf;beeindrucken;object;m; f;se; sodass;Robin beeindruckte Adele, sodass;er großen Respekt vor ihr entwickelte;sinnvoll;zwei;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;784;1712;Not Selected;Robin;Adele
100;100;408;4;Experiment;25;female;links;86647;72072;keine;nein;female;6;5;1,56051E+13;2;sodass_se_fm;bezaubern;object;f; m;se; sodass;Martha bezauberte Tim, sodass;sie mit ihm essen geht;sinnvoll;zwei;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;456;1842;Not Selected;Martha;Tim
101;101;408;4;Experiment;25;female;links;86647;72072;keine;nein;female;28;13;1,56051E+13;2;sodass_se_fm;langweilen;object;f; m;se; sodass;Melanie langweilte Jacob, sodass;sie nicht mit ihm weggehen möchte;sinnvoll;eine;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;1825;1852;Not Selected;Melanie;Jacob
102;102;410;4;Experiment;23;female;rechts;72459;72076;Französisch;nein;female;87;18;1,56044E+12;2;sodass_se_mf;erstaunen;object;m; f;se; sodass;Klaus erstaunte Marie, sodass;er in seinem Weltbild erschüttert wurde.;sinnvoll;eine;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;720;1952;Not Selected;Klaus;Marie
103;103;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;50;11;1,56043E+13;2;weil_se_mf;begeistern;subject;m; f;se; weil;Armin begeisterte Anna, weil;sie immer wieder von vorne begann, auch wenn Dinge schief gingen.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;1306;1976;Not Selected;Armin;Anna
104;104;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;75;12;1,56043E+13;2;weil_se_fm;amüsieren;subject;f; m;se; weil;Emma amüsierte Fritz, weil;er sich immer gut auszudrücken wusste.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;472;1986;Not Selected;Emma;Fritz
105;105;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;111;18;1,56043E+13;2;sodass_se_mf;erstaunen;object;m; f;se; sodass;Klaus erstaunte Marie, sodass;er ihre Version der Geschichte immer wieder hören wollte.;sinnvoll;zwei;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;712;1999;Not Selected;Klaus;Marie
106;106;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;56;9;1,56041E+13;2;sodass_se_fm;stören;object;f; m;se; sodass;Annemarie störte Malte, sodass;Sie ihn aus ihrer Wohnung warf;sinnvoll;zwei;os;NP1; ; ;pers;1;nein;ja;ja; ; ;Not Selected;174;2018;Not Selected;Annemarie;Malte
107;107;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;84;4;1,56054E+13;2;weil_se_fm;inspirieren;subject;f; m;se; weil;Saskia inspirierte Kevin, weil;er ihr wichtig war.;sinnvoll;zwei;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;1405;2073;Not Selected;Saskia;Kevin
108;108;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;102;8;1,56054E+12;2;weil_se_fm;gefallen;subject;f; m;se; weil;Jennifer gefiel Tobias, weil;er einen Porsche fuhr.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;817;2079;Not Selected;Jennifer;Tobias
109;109;109;1;Experiment;27;male;rechts;73037;72074;keine;ja;male;25;5;1,56054E+13;2;weil_se_fm;bezaubern;subject;f; m;se; weil;Martha bezauberte Tim, weil;Tim nen fetten 3er BMW fuhr.;sinnvoll;eine;os;NP2; ; ;eigenname;0;nein;ja;ja; ; ;Not Selected;39;328;Not Selected;Martha;Tim
110;110;407;4;Experiment;24;female;rechts;35094;72070;keine;ja;female;96;8;1,56053E+13;2;weil_se_fm;gefallen;subject;f; m;se; weil;Jennifer gefiel Tobias, weil;Tobias so gut rechnete.;sinnvoll;eine;os;NP2; ; ;eigenname;0;nein;ja;ja; ; ;Not Selected;98;1830;Not Selected;Jennifer;Tobias
111;111;307;3;Experiment;18;female;rechts;70174;72074;keine;nein;female;65;6;1,56053E+13;2;sodass_es_fm;misstrauen;subject;f; m;es; sodass;Jana misstraute Daniel, sodass;dieser wegrann.;sinnvoll;eine;os;NP2; ; ;prox_dem;0;nein;ja;ja; ; ;Not Selected;1308;1302;Not Selected;Jana;Daniel
112;112;307;3;Experiment;18;female;rechts;70174;72074;keine;nein;female;109;11;1,56053E+13;2;sodass_es_mf;bewundern;subject;m; f;es; sodass;Armin bewunderte Anna, sodass;diese ihn anrief;sinnvoll;zwei;os;NP2; ; ;prox_dem;0;nein;ja;ja; ; ;Not Selected;1642;1318;Not Selected;Armin;Anna
113;113;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;3;7;1,56045E+13;2;weil_se_fm;überraschen;subject;f; m;se; weil;Lena überraschte Oliver, weil;dieser sehr vertieft in seine Tonarbeit war.;sinnvoll;eine;os;NP2; ; ;prox_dem;0;nein;ja;ja; ; ;Not Selected;797;1481;Not Selected;Lena;Oliver
114;114;102;1;Experiment;23;female;rechts;97753;72074;keine;ja;female;34;4;1,56052E+13;2;sodass_es_fm;respektieren;subject;f; m;es; sodass;Saskia respektierte Kevin, sodass;sich eine Beziehung auf Augenhöhe entwickelte;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1215;54;Not Selected;Saskia;Kevin
115;115;102;1;Experiment;23;female;rechts;97753;72074;keine;ja;female;81;5;1,56052E+13;2;sodass_es_mf;vergöttern;subject;m; f;es; sodass;Tim vergötterte Martha, sodass;es fast schon peinlich wurde;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;2063;69;Not Selected;Tim;Martha
116;116;102;1;Experiment;23;female;rechts;97753;72074;keine;ja;female;105;12;1,56052E+13;2;sodass_es_fm;lieben;subject;f; m;es; sodass;Emma liebte Fritz, sodass;die Beziehung perfekt schien;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1599;75;Not Selected;Emma;Fritz
117;117;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;114;11;1,56055E+13;2;weil_es_fm;bewundern;object;f; m;es; weil;Anna bewunderte Armin, weil;niemand sonst es geschafft hatte, so viele Hotdogs in so kurzer Zeit zu essen;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;176;119;Not Selected;Anna;Armin
118;118;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;39;20;1,56055E+13;2;weil_se_mf;erschrecken;subject;m; f;se; weil;Albert erschreckte Aisha, weil;die Gelegenheit günstig war;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;343;95;Not Selected;Albert;Aisha
119;119;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;99;8;1,56042E+13;2;sodass_es_fm;mögen;subject;f; m;es; sodass;Jennifer mochte Tobias, sodass;sie schnell Freunde wurden.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1975;153;Not Selected;Jennifer;Tobias
120;120;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;111;20;1,56044E+13;2;sodass_es_fm;bedauern;subject;f; m;es; sodass;Aisha bedauerte Albert, sodass;man schon genervt davon war.;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1617;198;Not Selected;Aisha;Albert
121;121;106;1;Experiment;22;male;rechts;71101;71101;keine;ja;male;92;1;1,56049E+13;2;sodass_es_mf;verachten;subject;m; f;es; sodass;Lars verachtete Johanna, sodass;sie sich nicht mehr verstanden;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1210;232;Not Selected;Lars;Johanna
122;122;106;1;Experiment;22;male;rechts;71101;71101;keine;ja;male;40;4;1560493729;2;sodass_es_fm;respektieren;subject;f; m;es; sodass;Saskia respektierte Kevin, sodass;sie fortan gut miteinander auskamen;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;910;217;Not Selected;Saskia;Kevin
123;123;106;1;Experiment;22;male;rechts;71101;71101;keine;ja;male;44;8;1,56049E+13;2;sodass_es_fm;mögen;subject;f; m;es; sodass;Jennifer mochte Tobias, sodass;sie viel miteinander unternahmen;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;254;218;Not Selected;Jennifer;Tobias
124;124;106;1;Experiment;22;male;rechts;71101;71101;keine;ja;male;114;12;1,56049E+12;2;sodass_es_fm;lieben;subject;f; m;es; sodass;Emma liebte Fritz, sodass;beide miteinander gingen;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;364;239;Not Selected;Emma;Fritz
125;125;106;1;Experiment;22;male;rechts;71101;71101;keine;ja;male;109;16;1,56049E+13;2;sodass_es_fm;vertrauen;subject;f; m;es; sodass;Stefanie vertraute Dennis, sodass;sie beide glücklich ware;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;504;237;Not Selected;Stefanie;Dennis
126;126;107;1;Experiment;30;female;rechts;71131;71093;keine;nein;female;35;7;1,56041E+13;2;sodass_se_mf;überraschen;object;m; f;se; sodass;Oliver überraschte Lena, sodass;ihr der Schlüssel aus der Hand fiel.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1840;252;Not Selected;Oliver;Lena
127;127;108;1;Experiment;21;female;rechts;58313;72072;keine;nein;female;68;5;1,5605E+13;2;sodass_es_mf;vergöttern;subject;m; f;es; sodass;Tim vergötterte Martha, sodass;sie einen Asuflug machten;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;385;301;Not Selected;Tim;Martha
128;128;108;1;Experiment;21;female;rechts;58313;72072;keine;nein;female;20;8;1,5605E+13;2;sodass_es_fm;mögen;subject;f; m;es; sodass;Jennifer mochte Tobias, sodass;sie gemeinsam ins Schwimmbad gingen;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;463;287;Not Selected;Jennifer;Tobias
129;129;109;1;Experiment;27;male;rechts;73037;72074;keine;ja;male;46;4;1,56054E+13;2;weil_se_mf;inspirieren;subject;m; f;se; weil;Kevin inspirierte Saskia, weil;Felix ihm Stunden im Date-Coaching gab;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;446;334;Not Selected;Kevin;Saskia
130;130;109;1;Experiment;27;male;rechts;73037;72074;keine;ja;male;30;19;1,56054E+13;2;weil_es_fm;sorgen sich um;object;f; m;es; weil;Alisa sorgte sich um Alexander, weil;sein Reich zu sehr vergrößert hatte, als dass ein Nachfolger die Stabilität seines Reiches halten könnte.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1507;330;Not Selected;Alisa;Alexander
131;131;111;1;Experiment;20;female;rechts;72793;72793;keine;nein;female;108;4;1,56043E+13;2;sodass_es_fm;respektieren;subject;f; m;es; sodass;Saskia respektierte Kevin, sodass;sie Freunde wurden.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;56;436;Not Selected;Saskia;Kevin
132;132;111;1;Experiment;20;female;rechts;72793;72793;keine;nein;female;77;8;1,56043E+13;2;sodass_es_fm;mögen;subject;f; m;es; sodass;Jennifer mochte Tobias, sodass;sie sich auf ein Kaffee trafen.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1983;429;Not Selected;Jennifer;Tobias
133;133;111;1;Experiment;20;female;rechts;72793;72793;keine;nein;female;97;19;1,56043E+13;2;sodass_se_mf;erschüttern;object;m; f;se; sodass;Alexander erschütterte Alisa, sodass;beide schlecht gelaunt waren.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;2042;434;Not Selected;Alexander;Alisa
134;134;112;1;Experiment;41;male;rechts;4643;70599;keine;ja;male;85;6;1,56043E+13;2;sodass_se_fm;verwirren;object;f; m;se; sodass;Jana verwirrte Daniel, sodass;Sich beide schräg anguckten.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1650;466;Not Selected;Jana;Daniel
135;135;112;1;Experiment;41;male;rechts;4643;70599;keine;ja;male;93;11;1,56043E+13;2;sodass_se_mf;begeistern;object;m; f;se; sodass;Armin begeisterte Anna, sodass;Beide auch nach Hamburg fahren.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;528;468;Not Selected;Armin;Anna
136;136;112;1;Experiment;41;male;rechts;4643;70599;keine;ja;male;104;12;1,56043E+13;2;sodass_es_fm;lieben;subject;f; m;es; sodass;Emma liebte Fritz, sodass;Sie zusammen kamen.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1442;473;Not Selected;Emma;Fritz
137;137;112;1;Experiment;41;male;rechts;4643;70599;keine;ja;male;119;17;1,56043E+13;2;weil_se_fm;irritieren;subject;f; m;se; weil;Marike irritierte Felix, weil;Ihr Rock sehr kurz war.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1249;480;Not Selected;Marike;Felix
138;138;113;1;Experiment;22;female;rechts;74363;72072;keine;nein;female;51;19;1,56053E+13;2;sodass_se_mf;erschüttern;object;m; f;se; sodass;Alexander erschütterte Alisa, sodass;ihr Verhältnis nie wieder wurde wie zuvor.;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1850;499;Not Selected;Alexander;Alisa
139;139;201;2;Experiment;19;female;rechts;73037;72070;keine;ja;female;39;20;1,56041E+13;2;weil_es_fm;bedauern;object;f; m;es; weil;Aisha bedauerte Albert, weil;Sein opa gestorben war.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;818;537;Not Selected;Aisha;Albert
140;140;202;2;Experiment;27;male;rechts;61440;72076;keine;ja;male;49;1;1,56046E+13;2;sodass_es_fm;verachten;subject;f; m;es; sodass;Johanna verachtete Lars, sodass;die beiden nicht gut miteinander klar kamen;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1699;571;Not Selected;Johanna;Lars
141;141;202;2;Experiment;27;male;rechts;61440;72076;keine;ja;male;4;9;1,56046E+13;2;sodass_es_fm;hassen;subject;f; m;es; sodass;Annemarie hasste Malte, sodass;sie beide nicht miteinander reden;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1263;562;Not Selected;Annemarie;Malte
142;142;203;2;Experiment;22;female;rechts;71032;72076;Italienisch;ja;female;82;1;1,56046E+13;2;sodass_es_fm;verachten;subject;f; m;es; sodass;Johanna verachtete Lars, sodass;sie sich nicht gut verstanden.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1953;627;Not Selected;Johanna;Lars
143;143;203;2;Experiment;22;female;rechts;71032;72076;Italienisch;ja;female;68;2;1,56046E+13;2;sodass_es_mf;verehren;subject;m; f;es; sodass;Patrick verehrte Anastasia, sodass;sie sich beide auf ein Date trafen.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1945;623;Not Selected;Patrick;Anastasia
144;144;203;2;Experiment;22;female;rechts;71032;72076;Italienisch;ja;female;51;5;1,56046E+13;2;weil_se_mf;bezaubern;subject;m; f;se; weil;Tim bezauberte Martha, weil;heute ihr Jahrestag war.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;47;617;Not Selected;Tim;Martha
145;145;203;2;Experiment;22;female;rechts;71032;72076;Italienisch;ja;female;75;15;1,56046E+13;2;sodass_se_fm;ängstigen;object;f; m;se; sodass;Katharina ängstigte Rüdiger, sodass;sie seit heute wenig Kontakt hielten.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1301;626;Not Selected;Katharina;Rüdiger
146;146;204;2;Experiment;30;female;links;72461;72070;keine;ja;female;46;1;1,56043E+13;2;sodass_es_fm;verachten;subject;f; m;es; sodass;Johanna verachtete Lars, sodass;das Famlientreffen alles andere als harmonisch verlief.;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1101;656;Not Selected;Johanna;Lars
147;147;205;2;Experiment;27;male;rechts;12559;72072;keine;ja;male;10;1;1,56042E+13;2;sodass_es_fm;verachten;subject;f; m;es; sodass;Johanna verachtete Lars, sodass;sie sich aus dem Weg gingen.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;2038;684;Not Selected;Johanna;Lars
148;148;205;2;Experiment;27;male;rechts;12559;72072;keine;ja;male;28;14;1,56042E+13;2;weil_se_fm;verblüffen;subject;f; m;se; weil;Janina verblüffte Yannick, weil;ihr langweilig war.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1021;691;Not Selected;Janina;Yannick
149;149;205;2;Experiment;27;male;rechts;12559;72072;keine;ja;male;24;17;1,56042E+13;2;sodass_es_fm;vermissen;subject;f; m;es; sodass;Marike vermisste Felix, sodass;beide skypten.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;594;689;Not Selected;Marike;Felix
