index;Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
255;256;Liste2;5;31;m;deutsch;nein;rechts;16;3;<id: item 16, condition 3>;Der Daniel verachtete die Jacqueline seit vielen Jahren nun schon in allerhöchstem Grade, weil ;sie ihre Gäste abzockt.;1;objekt;pers;;14056048057484.0;;;;;56;Daniel verachtete Jacqueline seit vielen Jahren nun schon in allerhöchstem Grade, weil;m;Daniel;Jacquelin;es;verachtete;4;sie ihre Gäste abzockt.;sie ihm einst in der Öffentlichkeit durch eine hinterhältige Intrige bloßgestellt hatte.
1664;1665;Liste1;28;22;f;deutsch;nein;rechts;45;1;<id: item 45, condition 1>;Der Pascal erschütterte die Annika durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil ;sie ihn immer für einen fröhlichen Menschen gehalten hatte;2;objekt;pers;;1405595840229.0;;;;;305;Pascal erschütterte Annika durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil;m;Pascal;Annik;se;erschütterte;2;sie ihn immer für einen fröhlichen Menschen gehalten hatte;er sich von seinen inneren Dämonen überwältigt fühlte und keinen anderen Ausweg mehr sah.
420;421;Liste2;8;25;f;deutsch;nein;rechts;1;2;<id: item 1, condition 2>;Die Elena achtete den Bastian für das Engagement im Umweltschutz, weil ;sie selbst sehr am Umweltschutz interessiert war.;1;subjekt;pers;;14055083837093.0;;;;;81;Elena achtete Bastian für das Engagement im Umweltschutz, weil;f;Elena;Bastia;es;achtete;1;sie selbst sehr am Umweltschutz interessiert war.;er sich leidenschaftlich für nachhaltige Projekte einsetzte und oft seine Freizeit dafür opferte.
782;783;Liste3;14;24;m;deutsch;nein;rechts;3;1;<id: item 3, condition 1>;Der Patrick bemitleidete die Sonja wegen der starken Grippe mit hohem Fieber, weil ;ihr so die Teilnahme am Ausflug verwehrt war.;1;objekt;pers;;14055980251367.0;;;;;123;Patrick bemitleidete Sonja wegen der starken Grippe mit hohem Fieber, weil;m;Patrick;Sonj;es;bemitleidete;2;ihr so die Teilnahme am Ausflug verwehrt war.;er wusste, wie unangenehm und anstrengend diese Krankheit sein konnte.
282;283;Liste2;5;31;m;deutsch;nein;rechts;43;4;<id: item 43, condition 4>;Die Julia beeindruckte den Andreas wieder und wieder über alle Maßen, weil ;sie gut kopfrechnen kann.;1;subjekt;pers;;14056045015324.0;;;;;63;Julia beeindruckte Andreas wieder und wieder über alle Maßen, weil;f;Julia;Andrea;se;beeindruckte;3;sie gut kopfrechnen kann.;sie mit ihrer Kreativität und ihrem Einfühlungsvermögen einzigartige Lösungen fand.
1677;1678;Liste1;28;22;f;deutsch;nein;rechts;58;4;<id: item 58, condition 4>;Die Helene überraschte den Ramon vorgestern Nachmittag in allerhöchstem Maße, weil ;sie kündigte;1;subjekt;pers;;14055952297063.0;1;subjekt;pers;;318;Helene überraschte Ramon vorgestern Nachmittag in allerhöchstem Maße, weil;f;Helene;Ramo;se;überraschte;3;sie kündigte;sie ihm unerwartet einen lang ersehnten Besuch abstattete.
2102;2103;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;3;1;<id: item 3, condition 1>;Der Patrick bemitleidete die Sonja wegen der starken Grippe mit hohem Fieber, weil ;auch sie sich bei seiner Krankheit um ihn kümmerte.;ns;;;;14056021929228.0;2;objekt;pers;;443;Patrick bemitleidete Sonja wegen der starken Grippe mit hohem Fieber, weil;m;Patrick;Sonj;es;bemitleidete;2;auch sie sich bei seiner Krankheit um ihn kümmerte.;sie sich nicht nur körperlich schlecht fühlte, sondern auch viele wichtige Termine verpasste.
284;285;Liste2;5;31;m;deutsch;nein;rechts;45;2;<id: item 45, condition 2>;Die Annika erschütterte den Pascal durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil ;er das nie von ihr erwartet hätte.;2;objekt;pers;;14056052010953.0;;;;;65;Annika erschütterte Pascal durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil;f;Annika;Pasca;se;erschütterte;1;er das nie von ihr erwartet hätte.;sie sich in einer ausweglosen Situation fühlte und keinen anderen Ausweg mehr sah.
42;43;Liste4;1;24;m;deutsch;nein;rechts;43;2;<id: item 43, condition 2>;Die Julia beeindruckte den Andreas mit Kopfrechenkünsten beim Wurzelziehen, weil ;er das überhaupt nicht kann und immer einen Taschenrechner braucht.;1;objekt;pers;;14055978152781.0;;;;;23;Julia beeindruckte Andreas mit Kopfrechenkünsten beim Wurzelziehen, weil;f;Julia;Andrea;se;beeindruckte;1;er das überhaupt nicht kann und immer einen Taschenrechner braucht.;sie schnell die Quadratwurzel komplexer Zahlen im Kopf berechnen konnte.
830;831;Liste3;14;24;m;deutsch;nein;rechts;51;1;<id: item 51, condition 1>;Der Benedikt erstaunte die Heidi durch ein Jonglierkunststück mit sieben Bällen, weil ;er sie mit den Füssen jonglierte.;1;subjekt;pers;;14055978232408.0;;;;;151;Benedikt erstaunte Heidi durch ein Jonglierkunststück mit sieben Bällen, weil;m;Benedikt;Heid;se;erstaunte;2;er sie mit den Füssen jonglierte.;sie nicht wusste, dass er ein so talentierter Jongleur war.
54;55;Liste4;1;24;m;deutsch;nein;rechts;55;2;<id: item 55, condition 2>;Die Sabrina langweilte den Oliver durch Erzählungen von der Arbeit, weil;Oliver sich nicht für Sabrinas Arbeit begeistern kann.;1;objekt;name;;14055981852533.0;;;;;35;Sabrina langweilte Oliver durch Erzählungen von der Arbeit, weil;f;Sabrina;Olive;se;langweilte;1;Oliver sich nicht für Sabrinas Arbeit begeistern kann.;sie immer wieder dieselben Geschichten erzählte.
44;45;Liste4;1;24;m;deutsch;nein;rechts;45;4;<id: item 45, condition 4>;Die Annika erschütterte den Pascal vor wenigen Tagen in außerordentlich starkem Maße, weil ;er sie sturzbetrunken in seinem Vorgarten fand.;2;objekt;pers;;1405598563629.0;;;;;25;Annika erschütterte Pascal vor wenigen Tagen in außerordentlich starkem Maße, weil;f;Annika;Pasca;se;erschütterte;3;er sie sturzbetrunken in seinem Vorgarten fand.;sie ihm unerwartet mitteilte, dass sie für längere Zeit ins Ausland ziehen würde.
1671;1672;Liste1;28;22;f;deutsch;nein;rechts;52;2;<id: item 52, condition 2>;Die Judith faszinierte den Benjamin durch einen schwungvollen Tanzstil voller Ausgelassenheit, weil ;er sie immer hässlich fand;2;objekt;pers;;14055950127557.0;2;objekt;pers;;312;Judith faszinierte Benjamin durch einen schwungvollen Tanzstil voller Ausgelassenheit, weil;f;Judith;Benjami;se;faszinierte;1;er sie immer hässlich fand;er ihre Leidenschaft und Freude spürbar spürte.
427;428;Liste2;8;25;f;deutsch;nein;rechts;8;3;<id: item 8, condition 3>;Der Christian hasste die Jasmin seit mehreren Wochen aus tiefstem Herzen, weil;sie immer die bessere Schaukel nahm.;1;objekt;pers;;14055101690009.0;;;;;88;Christian hasste Jasmin seit mehreren Wochen aus tiefstem Herzen, weil;m;Christian;Jasmi;es;hasste;4;sie immer die bessere Schaukel nahm.;sie ihn in einer wichtigen Sache ständig belogen hatte.
2157;2158;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;58;2;<id: item 58, condition 2>;Die Helene überraschte den Ramon mit einem ausgefallenen Geschenk zum Geburtstag, weil ;er ihr ein neues Auto schenkte.;2;objekt;pers;;14056033127306.0;;;;;478;Helene überraschte Ramon mit einem ausgefallenen Geschenk zum Geburtstag, weil;f;Helene;Ramo;se;überraschte;1;er ihr ein neues Auto schenkte.;sie wusste, wie sehr er ungewöhnliche und kreative Dinge schätzte.
827;828;Liste3;14;24;m;deutsch;nein;rechts;48;4;<id: item 48, condition 4>;Die Stefanie entzückte den Tom bei einem Besuch vorgestern über alle Maßen, weil ;sie auf die Knie ging.;1;subjekt;pers;;1405598128063.0;;;;;148;Stefanie entzückte Tom bei einem Besuch vorgestern über alle Maßen, weil;f;Stefanie;To;se;entzückte;3;sie auf die Knie ging.;sie ein wunderschönes Geschenk mitgebracht hatte.
439;440;Liste2;8;25;f;deutsch;nein;rechts;20;3;<id: item 20, condition 3>;Der Tobias vertraute der Verena bis zum Äußersten, weil ;sie noch nie einen Patienten verloren hatte.;1;objekt;pers;;14055101950259.0;;;;;100;Tobias vertraute Verena bis zum Äußersten, weil;m;Tobias;Veren;es;vertraute;4;sie noch nie einen Patienten verloren hatte.;sie ihm in der Vergangenheit immer loyal zur Seite gestanden hatte und er zahlreiche Beweise für ihre Ehrlichkeit erlebt hatte.
1866;1867;Liste1;32;24;f;deutsch;nein;rechts;7;3;<id: item 7, condition 3>;Der Jan fürchtete die Franziska schon seit langer Zeit über jedes erdenkliche Maß hinaus, weil ;sie ihm oft böse Streiche gespielt hatte.;2;objekt;pers;;14055939220937.0;;;;;407;Jan fürchtete Franziska schon seit langer Zeit über jedes erdenkliche Maß hinaus, weil;m;Jan;Franzisk;es;fürchtete;4;sie ihm oft böse Streiche gespielt hatte.;sie seine tiefsten Geheimnisse kannte und drohte, sie preiszugeben.
1636;1637;Liste1;28;22;f;deutsch;nein;rechts;17;1;<id: item 17, condition 1>;Der Stephan verehrte die Nadine für die Entwürfe der neuen Kollektion, weil ;sie ihm gut stehen würden;1;subjekt;pers;;14055957429347.0;;;;;297;Stephan verehrte Nadine für die Entwürfe der neuen Kollektion, weil;m;Stephan;Nadin;es;verehrte;2;sie ihm gut stehen würden;ihre Kreativität und ihr Auge für Details die Designs einzigartig und inspirierend machten.
294;295;Liste2;5;31;m;deutsch;nein;rechts;55;4;<id: item 55, condition 4>;Die Sabrina langweilte den Oliver über jedes erträgliche Maß hinaus, weil;sie nur von Justin Bieber sprach.;1;subjekt;pers;;1405604933058.0;;;;;75;Sabrina langweilte Oliver über jedes erträgliche Maß hinaus, weil;f;Sabrina;Olive;se;langweilte;3;sie nur von Justin Bieber sprach.;sie immer wieder über dasselbe Thema sprach, ohne auf seine Interessen einzugehen.
431;432;Liste2;8;25;f;deutsch;nein;rechts;12;3;<id: item 12, condition 3>;Der Peter respektierte die Katharina im Laufe der Zeit mehr und mehr, weil;sie sehr sachlich argumentierte.;1;objekt;pers;;14055087033976.0;;;;;92;Peter respektierte Katharina im Laufe der Zeit mehr und mehr, weil;m;Peter;Katharin;es;respektierte;4;sie sehr sachlich argumentierte.;sie durch ihre klugen Entscheidungen und ihr Mitgefühl immer wieder bewies, wie wertvoll sie für das Team war.
280;281;Liste2;5;31;m;deutsch;nein;rechts;41;2;<id: item 41, condition 2>;Die Amelia amüsierte den Fabian durch das Erzählen von Witzen über Kollegen, weil ;er sie gut nachmachen kann.;ns;;;;14056048381929.0;;;;;61;Amelia amüsierte Fabian durch das Erzählen von Witzen über Kollegen, weil;f;Amelia;Fabia;se;amüsierte;1;er sie gut nachmachen kann.;sie seine Laune heben wollte und beide gemeinsam über die lustigen Anekdoten lachen konnten.
1428;1429;Liste1;24;19;m;deutsch;nein;rechts;49;1;<id: item 49, condition 1>;Der Armin erfreute die Nina durch ein Kompliment über die sportliche Figur, weil ;sie früher fett war.;1;objekt;pers;;14055978594377.0;1;objekt;pers;;229;Armin erfreute Nina durch ein Kompliment über die sportliche Figur, weil;m;Armin;Nin;se;erfreute;2;sie früher fett war.;sie sich in letzter Zeit sehr bemüht hatte, regelmäßig zu trainieren und gesund zu leben.
466;467;Liste2;8;25;f;deutsch;nein;rechts;47;4;<id: item 47, condition 4>;Die Lea enttäuschte den Christoph bei dieser Begegnung auf das Allerheftigste, weil ;sie ihrem Kind nicht sagte, es solle die Schaufel des anderen zurück geben.;1;subjekt;pers;;14055086781858.0;;;;;107;Lea enttäuschte Christoph bei dieser Begegnung auf das Allerheftigste, weil;f;Lea;Christop;se;enttäuschte;3;sie ihrem Kind nicht sagte, es solle die Schaufel des anderen zurück geben.;sie sein Vertrauen gebrochen hatte.
1501;1502;Liste3;26;26;f;deutsch;nein;rechts;2;2;<id: item 2, condition 2>;Die Laura bedauerte den Sebastian für die schlechte Note in Mathematik, weil ;sie überlegt hatte, ihn zu fragen ob sie zusammen lernen wollen, und es doch nicht getan hat.;1;subjekt;pers;;14055102510195.0;;;;;242;Laura bedauerte Sebastian für die schlechte Note in Mathematik, weil;f;Laura;Sebastia;es;bedauerte;1;sie überlegt hatte, ihn zu fragen ob sie zusammen lernen wollen, und es doch nicht getan hat.;sie wusste, wie sehr er sich angestrengt hatte.
1729;1730;Liste4;29;20;f;deutsch;nein;rechts;50;3;<id: item 50, condition 3>;Der Yannik erschreckte die Annalena vor wenigen Minuten äußerst heftig, weil ;er einen Wurm im Mund hatte.;1;subjekt;pers;;14055940892973.0;;;;;350;Yannik erschreckte Annalena vor wenigen Minuten äußerst heftig, weil;m;Yannik;Annalen;se;erschreckte;4;er einen Wurm im Mund hatte.;er sich als Gespenst verkleidet hatte und plötzlich aus dem Dunkeln auftauchte.
838;839;Liste3;14;24;m;deutsch;nein;rechts;59;1;<id: item 59, condition 1>;Der Kevin verblüffte die Jennifer durch einen unerwarteten Kuss auf den Mund, weil ;er unerwartete körperliche Nähe aufgrund einer Frage zur Materie als Annäherungsversuch missverstand.;1;subjekt;pers;;14055979862689.0;1;subjekt;pers;;159;Kevin verblüffte Jennifer durch einen unerwarteten Kuss auf den Mund, weil;m;Kevin;Jennife;se;verblüffte;2;er unerwartete körperliche Nähe aufgrund einer Frage zur Materie als Annäherungsversuch missverstand.;er ihr endlich seine tiefen Gefühle gestehen wollte.
15;16;Liste4;1;24;m;deutsch;nein;rechts;16;1;<id: item 16, condition 1>;Der Daniel verachtete die Jacqueline für die Respektlosigkeit gegenüber den Mitgliedern, weil ;sie sich für etwas besseres hält.;1;objekt;pers;;1405598350313.0;;;;;16;Daniel verachtete Jacqueline für die Respektlosigkeit gegenüber den Mitgliedern, weil;m;Daniel;Jacquelin;es;verachtete;2;sie sich für etwas besseres hält.;sie oft unhöflich unterbrach und nicht auf die Ansichten der anderen einging.
1667;1668;Liste1;28;22;f;deutsch;nein;rechts;48;2;<id: item 48, condition 2>;Die Stefanie entzückte den Tom gestern mit einer selbst gebackenen Torte, weil ;er Geburtstag hatte;1;objekt;pers;;14055950402821.0;;;;;308;Stefanie entzückte Tom gestern mit einer selbst gebackenen Torte, weil;f;Stefanie;To;se;entzückte;1;er Geburtstag hatte;er Geburtstag hatte.
1848;1849;Liste4;31;27;f;deutsch;Türkisch;rechts;49;4;<id: item 49, condition 4>;Die Nina erfreute den Armin beim gemeinsamen Training in höchstem Maße, weil ;sie ihn auf einen Kaffee zu sich engeladen hat.;2;subjekt;pers;;14055109296463.0;;;;;389;Nina erfreute Armin beim gemeinsamen Training in höchstem Maße, weil;f;Nina;Armi;se;erfreute;3;sie ihn auf einen Kaffee zu sich engeladen hat.;sie ihm bei der Verbesserung seiner Technik half und ihn stets motivierte.
1917;1918;Liste1;32;24;f;deutsch;nein;rechts;58;4;<id: item 58, condition 4>;Die Helene überraschte den Ramon vorgestern Nachmittag in allerhöchstem Maße, weil ;sie so unkonzentriert und zerstreut war.;1;subjekt;pers;;14055938207006.0;;;;;438;Helene überraschte Ramon vorgestern Nachmittag in allerhöchstem Maße, weil;f;Helene;Ramo;se;überraschte;3;sie so unkonzentriert und zerstreut war.;sie ihm unerwartet ein Flugticket für einen spontane Reise nach Paris schenkte.
1515;1516;Liste3;26;26;f;deutsch;nein;rechts;16;4;<id: item 16, condition 4>;Die Jacqueline verachtete den Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil ;er ein Schnösel ist.;1;objekt;pers;;14055109250673.0;;;;;256;Jacqueline verachtete Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil;f;Jacqueline;Danie;es;verachtete;3;er ein Schnösel ist.;er sie einst in einer wichtigen Angelegenheit belogen hatte.
1397;1398;Liste1;24;19;m;deutsch;nein;rechts;18;4;<id: item 18, condition 4>;Die Maja vergötterte den Dennis mehr als jede andere Person, weil ;seine Stimme die Herzen aller Frauen zum schmelzen bringt.;0-poss;objekt;poss;;1405597326367.0;;;;;218;Maja vergötterte Dennis mehr als jede andere Person, weil;f;Maja;Denni;es;vergötterte;3;seine Stimme die Herzen aller Frauen zum schmelzen bringt.;sie in ihm Eigenschaften fand, die sie bewunderte und inspirierte.
790;791;Liste3;14;24;m;deutsch;nein;rechts;11;1;<id: item 11, condition 1>;Der Mark mochte die Eva für den toleranten Umgang mit Fremden, weil;Toleranz seine oberste Maxime ist.;0-poss;subjekt;poss;;14055973994192.0;;;;;131;Mark mochte Eva für den toleranten Umgang mit Fremden, weil;m;Mark;Ev;es;mochte;2;Toleranz seine oberste Maxime ist.;sie ihm zeigte, wie wichtig Offenheit und Respekt im Umgang mit Menschen aus verschiedenen Kulturen sind.
10;11;Liste4;1;24;m;deutsch;nein;rechts;11;2;<id: item 11, condition 2>;Die Eva mochte den Mark für den toleranten Umgang mit Fremden, weil;es viele Kollegen gibt, die hier Defizite zeigen.;0;;;;14055988581067.0;;;;;11;Eva mochte Mark für den toleranten Umgang mit Fremden, weil;f;Eva;Mar;es;mochte;1;es viele Kollegen gibt, die hier Defizite zeigen.;er stets offen und respektvoll auf Menschen mit unterschiedlichem kulturellen Hintergrund zuging.
1693;1694;Liste4;29;20;f;deutsch;nein;rechts;14;3;<id: item 14, condition 3>;Der Florian sorgte sich um die Melanie mit stetig wachsender Unruhe, weil;er sie mittlerweile schon seit Wochen nicht mehr gesehen hat.;2;subjekt;pers;;14055944902171.0;;;;;334;Florian sorgte sich um Melanie mit stetig wachsender Unruhe, weil;m;Florian;Melani;es;sorgte sich um;4;er sie mittlerweile schon seit Wochen nicht mehr gesehen hat.;sie seit Tagen nicht auf seine Anrufe oder Nachrichten reagiert hatte.
1504;1505;Liste3;26;26;f;deutsch;nein;rechts;5;3;<id: item 5, condition 3>;Der Phillip bewunderte die Emma seit längerer Zeit über alle Maßen, weil;ihre botanischen Kenntnisse weit über siene hinausragen.;0-poss;objekt;poss;;14055104823394.0;;;;;245;Phillip bewunderte Emma seit längerer Zeit über alle Maßen, weil;m;Phillip;Emm;es;bewunderte;4;ihre botanischen Kenntnisse weit über siene hinausragen.;sie mit ihrer Kreativität und ihrem unerschütterlichen Optimismus alle in ihren Bann zog.
831;832;Liste3;14;24;m;deutsch;nein;rechts;52;4;<id: item 52, condition 4>;Die Judith faszinierte den Benjamin seit dem Betriebsfest auf eine besondere Art und Weise, weil ;sie beim Toast kein Blatt vor dem Mund nahm.;1;subjekt;pers;;1405598087888.0;;;;;152;Judith faszinierte Benjamin seit dem Betriebsfest auf eine besondere Art und Weise, weil;f;Judith;Benjami;se;faszinierte;3;sie beim Toast kein Blatt vor dem Mund nahm.;sie mit ihrer charmanten und einfühlsamen Art alle in ihren Bann zog.
1624;1625;Liste1;28;22;f;deutsch;nein;rechts;5;1;<id: item 5, condition 1>;Der Phillip bewunderte die Emma für die Neuzüchtung einer Orchideenart, weil;er auch gerne ein Pflanzenzüchter wäre;1;subjekt;pers;;14055953085719.0;;;;;285;Phillip bewunderte Emma für die Neuzüchtung einer Orchideenart, weil;m;Phillip;Emm;es;bewunderte;2;er auch gerne ein Pflanzenzüchter wäre;sie eine seltene Farbkombination und außergewöhnliche Widerstandsfähigkeit aufwies.
286;287;Liste2;5;31;m;deutsch;nein;rechts;47;4;<id: item 47, condition 4>;Die Lea enttäuschte den Christoph bei dieser Begegnung auf das Allerheftigste, weil ;sie sein Kind dumm nannte.;1;subjekt;pers;;14056048620322.0;1;subjekt;pers;;67;Lea enttäuschte Christoph bei dieser Begegnung auf das Allerheftigste, weil;f;Lea;Christop;se;enttäuschte;3;sie sein Kind dumm nannte.;sie ihm eine wichtige Wahrheit verschwiegen hatte.
